1359.000000 10.000000
1535.000000 42.000000
104.000000 73.000000
389.000000 89.000000
1983.000000 92.000000
28.000000 112.000000
682.000000 117.000000
378.000000 120.000000
265.000000 140.000000
261.000000 142.000000
328.000000 160.000000
1492.000000 186.000000
1929.000000 199.000000
885.000000 200.000000
882.000000 205.000000
624.000000 209.000000
903.000000 227.000000
1709.000000 234.000000
1573.000000 236.000000
1718.000000 252.000000
846.000000 256.000000
1154.000000 262.000000
1358.000000 272.000000
657.000000 279.000000
353.000000 279.000000
357.000000 279.000000
197.000000 291.000000
281.000000 304.000000
109.000000 309.000000
1681.000000 313.000000
1596.000000 316.000000
1180.000000 326.000000
985.000000 343.000000
1117.000000 358.000000
1491.000000 370.000000
1975.000000 374.000000
270.000000 401.000000
762.000000 405.000000
114.000000 415.000000
77.000000 421.000000
177.000000 424.000000
1375.000000 435.000000
370.000000 436.000000
845.000000 438.000000
1337.000000 440.000000
113.000000 448.000000
149.000000 450.000000
1643.000000 451.000000
1188.000000 451.000000
1200.000000 452.000000
40.000000 454.000000
1164.000000 454.000000
1013.000000 504.000000
1829.000000 505.000000
1261.000000 511.000000
997.000000 524.000000
993.000000 536.000000
1201.000000 538.000000
1693.000000 550.000000
596.000000 562.000000
483.000000 570.000000
1628.000000 587.000000
1978.000000 589.000000
1148.000000 593.000000
1425.000000 612.000000
1998.000000 613.000000
1508.000000 628.000000
787.000000 634.000000
455.000000 652.000000
728.000000 664.000000
1787.000000 673.000000
953.000000 713.000000
266.000000 716.000000
1443.000000 731.000000
763.000000 735.000000
1968.000000 741.000000
1270.000000 751.000000
716.000000 758.000000
1784.000000 769.000000
442.000000 786.000000
1552.000000 793.000000
1759.000000 794.000000
1237.000000 844.000000
480.000000 845.000000
191.000000 864.000000
1190.000000 870.000000
1205.000000 877.000000
131.000000 881.000000
1666.000000 891.000000
468.000000 912.000000
573.000000 927.000000
762.000000 942.000000
149.000000 967.000000
310.000000 972.000000
647.000000 997.000000
467.000000 1016.000000
981.000000 1034.000000
1497.000000 1044.000000
1328.000000 1092.000000
1540.000000 1095.000000
599.000000 1096.000000
1418.000000 1099.000000
1423.000000 1132.000000
102.000000 1133.000000
618.000000 1134.000000
93.000000 1138.000000
576.000000 1141.000000
384.000000 1141.000000
1246.000000 1145.000000
1951.000000 1157.000000
908.000000 1178.000000
1988.000000 1187.000000
1689.000000 1219.000000
560.000000 1232.000000
1418.000000 1233.000000
1408.000000 1235.000000
52.000000 1257.000000
1826.000000 1298.000000
707.000000 1300.000000
1295.000000 1304.000000
1556.000000 1312.000000
1075.000000 1315.000000
440.000000 1319.000000
883.000000 1321.000000
1446.000000 1323.000000
1485.000000 1336.000000
772.000000 1338.000000
1716.000000 1341.000000
1580.000000 1353.000000
44.000000 1356.000000
313.000000 1358.000000
1770.000000 1365.000000
918.000000 1366.000000
881.000000 1372.000000
517.000000 1374.000000
297.000000 1380.000000
1366.000000 1382.000000
1930.000000 1418.000000
312.000000 1432.000000
1399.000000 1436.000000
118.000000 1438.000000
1969.000000 1449.000000
1619.000000 1451.000000
384.000000 1493.000000
1473.000000 1513.000000
1308.000000 1536.000000
380.000000 1539.000000
1273.000000 1540.000000
50.000000 1563.000000
847.000000 1568.000000
369.000000 1579.000000
1043.000000 1584.000000
1705.000000 1606.000000
26.000000 1619.000000
556.000000 1625.000000
904.000000 1626.000000
760.000000 1631.000000
1248.000000 1632.000000
776.000000 1634.000000
215.000000 1666.000000
1983.000000 1672.000000
8.000000 1678.000000
137.000000 1686.000000
1362.000000 1688.000000
1989.000000 1689.000000
41.000000 1700.000000
997.000000 1732.000000
406.000000 1733.000000
313.000000 1734.000000
1867.000000 1741.000000
43.000000 1749.000000
541.000000 1749.000000
951.000000 1758.000000
1821.000000 1762.000000
148.000000 1762.000000
499.000000 1771.000000
923.000000 1807.000000
1455.000000 1810.000000
238.000000 1830.000000
785.000000 1835.000000
1657.000000 1837.000000
1864.000000 1837.000000
503.000000 1858.000000
1902.000000 1859.000000
548.000000 1873.000000
1887.000000 1874.000000
981.000000 1884.000000
984.000000 1891.000000
807.000000 1892.000000
924.000000 1907.000000
1379.000000 1911.000000
1605.000000 1918.000000
1298.000000 1920.000000
1433.000000 1928.000000
1162.000000 1955.000000
1625.000000 1958.000000
1851.000000 1978.000000
1628.000000 1979.000000
1218.000000 1979.000000
173.000000 1986.000000
